# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1730640	1730999	+	WP_000907387.1	WP_000907387.1		envelope stress response membrane protein PspC	pspC		ECIAI39_RS08395	360	119	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1731008	1731229	+					pspD		ECIAI39_RS08400	222		old_locus_tag=ECIAI39_1658
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1731008	1731229	+	WP_001295585.1	WP_001295585.1		phage shock protein PspD	pspD		ECIAI39_RS08400	222	73	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1731304	1731618	+					pspE		ECIAI39_RS08405	315		old_locus_tag=ECIAI39_1659
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1731304	1731618	+	WP_000473109.1	WP_000473109.1		thiosulfate sulfurtransferase PspE	pspE		ECIAI39_RS08405	315	104	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1731832	1733511	+					ycjM		ECIAI39_RS08410	1680		old_locus_tag=ECIAI39_1660
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1731832	1733511	+	WP_012602336.1	WP_012602336.1		glucosylglycerate phosphorylase	ycjM		ECIAI39_RS08410	1680	559	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1733525	1734817	+					ycjN		ECIAI39_RS08415	1293		old_locus_tag=ECIAI39_1662
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1733525	1734817	+	WP_000597478.1	WP_000597478.1		ABC transporter substrate-binding protein	ycjN		ECIAI39_RS08415	1293	430	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1734838	1735719	+					ycjO		ECIAI39_RS08420	882		old_locus_tag=ECIAI39_1663
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1734838	1735719	+	WP_001080787.1	WP_001080787.1		sugar ABC transporter permease	ycjO		ECIAI39_RS08420	882	293	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1735706	1736548	+					ycjP		ECIAI39_RS08425	843		old_locus_tag=ECIAI39_1664
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1735706	1736548	+	WP_000224671.1	WP_000224671.1		carbohydrate ABC transporter permease	ycjP		ECIAI39_RS08425	843	280	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1736579	1737631	+					ycjQ		ECIAI39_RS08430	1053		old_locus_tag=ECIAI39_1665
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1736579	1737631	+	WP_000737350.1	WP_000737350.1		zinc-binding alcohol dehydrogenase	ycjQ		ECIAI39_RS08430	1053	350	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1737650	1738438	+					ycjR		ECIAI39_RS08435	789		old_locus_tag=ECIAI39_1666
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1737650	1738438	+	WP_001361678.1	WP_001361678.1		sugar phosphate isomerase/epimerase	ycjR		ECIAI39_RS08435	789	262	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1738448	1739503	+					ycjS		ECIAI39_RS08440	1056		old_locus_tag=ECIAI39_1667
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1738448	1739503	+	WP_000833581.1	WP_000833581.1		Gfo/Idh/MocA family oxidoreductase	ycjS		ECIAI39_RS08440	1056	351	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1739500	1741767	+					ycjT		ECIAI39_RS08445	2268		old_locus_tag=ECIAI39_1668
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1739500	1741767	+	WP_000198067.1	WP_000198067.1		glycoside hydrolase family 65 protein	ycjT		ECIAI39_RS08445	2268	755	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1741764	1742423	+					pgmB		ECIAI39_RS08450	660		old_locus_tag=ECIAI39_1669
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1741764	1742423	+	WP_000775773.1	WP_000775773.1		beta-phosphoglucomutase	pgmB		ECIAI39_RS08450	660	219	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1742437	1743519	+							ECIAI39_RS08455	1083		old_locus_tag=ECIAI39_1670
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1742437	1743519	+	WP_000057973.1	WP_000057973.1		ABC transporter ATP-binding protein			ECIAI39_RS08455	1083	360	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1743564	1744469	+					ompG		ECIAI39_RS08460	906		old_locus_tag=ECIAI39_1671
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1743564	1744469	+	WP_000735250.1	WP_000735250.1		monomeric porin OmpG	ompG		ECIAI39_RS08460	906	301	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1744520	1745518	-					ycjW		ECIAI39_RS08465	999		old_locus_tag=ECIAI39_1672
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1744520	1745518	-	WP_000075361.1	WP_000075361.1		LacI family transcriptional regulator	ycjW		ECIAI39_RS08465	999	332	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1745662	1747059	+					ycjX		ECIAI39_RS08470	1398		old_locus_tag=ECIAI39_1673
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1745662	1747059	+	WP_000825765.1	WP_000825765.1		YcjX family protein	ycjX		ECIAI39_RS08470	1398	465	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1747056	1748117	+					ycjF		ECIAI39_RS08475	1062		old_locus_tag=ECIAI39_1674
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1747056	1748117	+	WP_000138696.1	WP_000138696.1		YcjF family protein	ycjF		ECIAI39_RS08475	1062	353	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1748265	1749806	+					tyrR		ECIAI39_RS08480	1542		old_locus_tag=ECIAI39_1675
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1748265	1749806	+	WP_001296041.1	WP_001296041.1		transcriptional regulator TyrR	tyrR		ECIAI39_RS08480	1542	513	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1749850	1750356	-					tpx		ECIAI39_RS08485	507		old_locus_tag=ECIAI39_1676
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1749850	1750356	-	WP_000084394.1	WP_000084394.1		thiol peroxidase	tpx		ECIAI39_RS08485	507	168	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1750475	1751440	+					ycjG		ECIAI39_RS08490	966		old_locus_tag=ECIAI39_1677
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1750475	1751440	+	WP_012602338.1	WP_012602338.1		L-Ala-D/L-Glu epimerase	ycjG		ECIAI39_RS08490	966	321	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1751415	1752143	-					mpaA		ECIAI39_RS08495	729		old_locus_tag=ECIAI39_1678
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1751415	1752143	-	WP_001296042.1	WP_001296042.1		murein tripeptide amidase MpaA	mpaA		ECIAI39_RS08495	729	242	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1752326	1753939	+					mppA		ECIAI39_RS08500	1614		old_locus_tag=ECIAI39_1679
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1752326	1753939	+	WP_000683029.1	WP_000683029.1		murein tripeptide ABC transporter substrate-binding protein MppA	mppA		ECIAI39_RS08500	1614	537	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1753990	1755021	-					ynaI		ECIAI39_RS08505	1032		old_locus_tag=ECIAI39_1680
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1753990	1755021	-	WP_000559889.1	WP_000559889.1		low conductance mechanosensitive channel YnaI	ynaI		ECIAI39_RS08505	1032	343	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1755265	1755522	+					ynaJ		ECIAI39_RS08510	258		old_locus_tag=ECIAI39_1681
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1755265	1755522	+	WP_000605090.1	WP_000605090.1		DUF2534 family protein	ynaJ		ECIAI39_RS08510	258	85	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1755572	1756522	-					uspE		ECIAI39_RS08515	951		old_locus_tag=ECIAI39_1682
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1755572	1756522	-	WP_001262123.1	WP_001262123.1		universal stress protein UspE	uspE		ECIAI39_RS08515	951	316	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1756674	1757426	-					fnr		ECIAI39_RS08520	753		old_locus_tag=ECIAI39_1683
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1756674	1757426	-	WP_000611911.1	WP_000611911.1		fumarate/nitrate reduction transcriptional regulator Fnr	fnr		ECIAI39_RS08520	753	250	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1757621	1758136	-					ogt		ECIAI39_RS08525	516		old_locus_tag=ECIAI39_1684
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1757621	1758136	-	WP_000945046.1	WP_000945046.1		methylated-DNA--[protein]-cysteine S-methyltransferase	ogt		ECIAI39_RS08525	516	171	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1758147	1759673	-					abgT		ECIAI39_RS08530	1527		old_locus_tag=ECIAI39_1685
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1758147	1759673	-	WP_000062978.1	WP_000062978.1		p-aminobenzoyl-glutamate transporter	abgT		ECIAI39_RS08530	1527	508	
gene	pseudogene	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1759710	1761144	-					abgB		ECIAI39_RS08535	1435		pseudo;old_locus_tag=ECIAI39_1686
CDS	without_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1759710	1761144	-				p-aminobenzoyl-glutamate hydrolase subunit AbgB	abgB		ECIAI39_RS08535	1435		pseudo
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1761144	1762454	-					abgA		ECIAI39_RS08540	1311		old_locus_tag=ECIAI39_1688
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1761144	1762454	-	WP_000444925.1	WP_000444925.1		p-aminobenzoyl-glutamate hydrolase subunit AbgA	abgA		ECIAI39_RS08540	1311	436	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1762630	1763538	+					abgR		ECIAI39_RS08545	909		old_locus_tag=ECIAI39_1689
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1762630	1763538	+	WP_000885454.1	WP_000885454.1		LysR family transcriptional regulator	abgR		ECIAI39_RS08545	909	302	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1763868	1764431	+					smrA		ECIAI39_RS08550	564		old_locus_tag=ECIAI39_1690
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1763868	1764431	+	WP_001046840.1	WP_001046840.1		DNA endonuclease SmrA	smrA		ECIAI39_RS08550	564	187	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1764452	1765684	-					dgcM		ECIAI39_RS08555	1233		old_locus_tag=ECIAI39_1691
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1764452	1765684	-	WP_012602339.1	WP_012602339.1		diguanylate cyclase DgcM	dgcM		ECIAI39_RS08555	1233	410	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1765939	1766922	+					zntB		ECIAI39_RS08560	984		old_locus_tag=ECIAI39_1692
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1765939	1766922	+	WP_000387388.1	WP_000387388.1		zinc transporter ZntB	zntB		ECIAI39_RS08560	984	327	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1767400	1768773	+					dbpA		ECIAI39_RS08565	1374		old_locus_tag=ECIAI39_1694
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1767400	1768773	+	WP_000123756.1	WP_000123756.1		ATP-dependent RNA helicase DbpA	dbpA		ECIAI39_RS08565	1374	457	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1768902	1769837	-					ttcA		ECIAI39_RS08570	936		old_locus_tag=ECIAI39_1695
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1768902	1769837	-	WP_000042156.1	WP_000042156.1		tRNA 2-thiocytidine(32) synthetase TtcA	ttcA		ECIAI39_RS08570	936	311	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1770013	1770447	-					uspF		ECIAI39_RS08575	435		old_locus_tag=ECIAI39_1696
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1770013	1770447	-	WP_001295593.1	WP_001295593.1		universal stress protein UspF	uspF		ECIAI39_RS08575	435	144	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1770588	1771721	-					ompN		ECIAI39_RS08580	1134		old_locus_tag=ECIAI39_1697
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1770588	1771721	-	WP_000837953.1	WP_000837953.1		porin OmpN	ompN		ECIAI39_RS08580	1134	377	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1772082	1775606	-					nifJ		ECIAI39_RS08585	3525		old_locus_tag=ECIAI39_1698
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1772082	1775606	-	WP_000628180.1	WP_000628180.1		pyruvate:ferredoxin (flavodoxin) oxidoreductase	nifJ		ECIAI39_RS08585	3525	1174	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1775880	1776146	+					ydbJ		ECIAI39_RS08590	267		old_locus_tag=ECIAI39_1699
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1775880	1776146	+	WP_001295715.1	WP_001295715.1		DUF333 domain-containing protein	ydbJ		ECIAI39_RS08590	267	88	
gene	pseudogene	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1776143	1776523	-					hslJ		ECIAI39_RS08595	381		partial;pseudo;old_locus_tag=ECIAI39_1700
CDS	without_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1776143	1776523	-				heat shock protein HslJ	hslJ		ECIAI39_RS08595	381		partial;pseudo
gene	pseudogene	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1776575	1777314	+							ECIAI39_RS08600	740		partial;pseudo
CDS	without_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1776575	1777314	+				IS3 family transposase			ECIAI39_RS08600	740		partial;pseudo
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1777987	1779495	+					ltrA		ECIAI39_RS08605	1509		old_locus_tag=ECIAI39_1703
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1777987	1779495	+	WP_001189111.1	WP_001189111.1		group II intron reverse transcriptase/maturase	ltrA		ECIAI39_RS08605	1509	502	
gene	pseudogene	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1779585	1780058	+							ECIAI39_RS08610	474		partial;pseudo;old_locus_tag=ECIAI39_1704
CDS	without_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1779585	1780058	+				IS3 family transposase			ECIAI39_RS08610	474		partial;pseudo
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1780259	1781248	-					ldhA		ECIAI39_RS08615	990		old_locus_tag=ECIAI39_1705
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1780259	1781248	-	WP_000762236.1	WP_000762236.1		D-lactate dehydrogenase	ldhA		ECIAI39_RS08615	990	329	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1781456	1784095	+					ydbH		ECIAI39_RS08620	2640		old_locus_tag=ECIAI39_1706
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1781456	1784095	+	WP_000900982.1	WP_000900982.1		YdbH family protein	ydbH		ECIAI39_RS08620	2640	879	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1784092	1784277	+					ynbE		ECIAI39_RS08625	186		old_locus_tag=ECIAI39_1707
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1784092	1784277	+	WP_000698145.1	WP_000698145.1		YnbE family lipoprotein	ynbE		ECIAI39_RS08625	186	61	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1784285	1784608	+					ydbL		ECIAI39_RS08630	324		old_locus_tag=ECIAI39_1708
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1784285	1784608	+	WP_000831648.1	WP_000831648.1		YdbL family protein	ydbL		ECIAI39_RS08630	324	107	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1785061	1790940	+							ECIAI39_RS08635	5880		old_locus_tag=ECIAI39_1709
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1785061	1790940	+	WP_001170211.1	WP_001170211.1		autotransporter domain-containing protein			ECIAI39_RS08635	5880	1959	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1791148	1792008	+					pdxI		ECIAI39_RS08640	861		old_locus_tag=ECIAI39_1710
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1791148	1792008	+	WP_000097798.1	WP_000097798.1		pyridoxine 4-dehydrogenase	pdxI		ECIAI39_RS08640	861	286	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1792072	1794378	+					ydbD		ECIAI39_RS08645	2307		old_locus_tag=ECIAI39_1711
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1792072	1794378	+	WP_012602341.1	WP_012602341.1		DUF2773 domain-containing bactofilin	ydbD		ECIAI39_RS08645	2307	768	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1794548	1795153	+					ynbA		ECIAI39_RS08650	606		old_locus_tag=ECIAI39_1712
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1794548	1795153	+	WP_000177516.1	WP_000177516.1		CDP-alcohol phosphatidyltransferase family protein	ynbA		ECIAI39_RS08650	606	201	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1795153	1796049	+					ynbB		ECIAI39_RS08655	897		old_locus_tag=ECIAI39_1713
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1795153	1796049	+	WP_000890915.1	WP_000890915.1		phosphatidate cytidylyltransferase	ynbB		ECIAI39_RS08655	897	298	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1796065	1797831	+					ynbC		ECIAI39_RS08660	1767		old_locus_tag=ECIAI39_1714
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1796065	1797831	+	WP_000431882.1	WP_000431882.1		bifunctional alpha/beta hydrolase/class I SAM-dependent methyltransferase	ynbC		ECIAI39_RS08660	1767	588	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1797821	1799137	+					ynbD		ECIAI39_RS08665	1317		old_locus_tag=ECIAI39_1715
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1797821	1799137	+	WP_122998287.1	WP_122998287.1		phosphatase PAP2/dual specificity phosphatase family protein	ynbD		ECIAI39_RS08665	1317	438	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1799191	1799796	-					azoR		ECIAI39_RS08670	606		old_locus_tag=ECIAI39_1716
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1799191	1799796	-	WP_000048949.1	WP_000048949.1		FMN-dependent NADH-azoreductase	azoR		ECIAI39_RS08670	606	201	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1799997	1803899	+					hrpA		ECIAI39_RS08675	3903		old_locus_tag=ECIAI39_1718
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1799997	1803899	+	WP_000139606.1	WP_000139606.1		ATP-dependent RNA helicase HrpA	hrpA		ECIAI39_RS08675	3903	1300	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1804172	1804972	+					ydcF		ECIAI39_RS08680	801		old_locus_tag=ECIAI39_1719
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1804172	1804972	+	WP_024188378.1	WP_024188378.1		YdcF family protein	ydcF		ECIAI39_RS08680	801	266	
gene	pseudogene	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1805169	1806089	+					aldA		ECIAI39_RS08685	921		partial;pseudo;old_locus_tag=ECIAI39_1720
CDS	without_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1805169	1806089	+				aldehyde dehydrogenase	aldA		ECIAI39_RS08685	921		partial;pseudo
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	1806145	1807358	+							ECIAI39_RS08690	1214		old_locus_tag=ECIAI39_1722
